timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost
2025-11-22 18:14:22,gpt-4.1,3825,204,4029,0.009282
2025-11-22 18:15:04,gpt-4.1,4105,176,4281,0.009618
2025-11-22 18:16:19,gpt-4.1,4291,208,4499,0.010246
2025-11-22 18:16:50,gpt-4.1,4571,120,4691,0.010102
2025-11-22 18:18:01,gpt-4.1,4406,168,4574,0.010156
2025-11-22 18:18:21,gpt-4.1,4686,197,4883,0.010948
2025-11-22 18:19:47,gpt-4.1,4703,187,4890,0.010901999999999998
2025-11-22 18:20:09,gpt-4.1,4983,163,5146,0.011269999999999999
2025-11-22 18:21:44,gpt-4.1,4809,194,5003,0.01117
2025-11-22 18:22:05,gpt-4.1,5089,198,5287,0.011762
2025-11-22 18:23:21,gpt-4.1,4925,198,5123,0.011434
2025-11-22 18:23:41,gpt-4.1,5205,104,5309,0.011241999999999999
