timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost
2025-11-23 17:06:15,gpt-4.1,3400,156,3556,0.008048
2025-11-23 17:06:42,gpt-4.1,3687,116,3803,0.008302
2025-11-23 17:07:52,gpt-4.1,3431,177,3608,0.008278
2025-11-23 17:08:13,gpt-4.1,3718,108,3826,0.0083
2025-11-23 17:09:10,gpt-4.1,3231,186,3417,0.00795
2025-11-23 17:09:32,gpt-4.1,3518,134,3652,0.008108
2025-11-23 17:10:38,gpt-4.1,3698,133,3831,0.00846
2025-11-23 17:10:59,gpt-4.1,3985,104,4089,0.008801999999999999
2025-11-23 17:12:05,gpt-4.1,3927,162,4089,0.00915
2025-11-23 17:12:38,gpt-4.1,4214,105,4319,0.009268
2025-11-23 17:13:47,gpt-4.1,4035,153,4188,0.009293999999999998
2025-11-23 17:14:12,gpt-4.1,4322,109,4431,0.009515999999999998
