timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost
2025-11-24 00:08:17,gpt-4.1,3312,163,3475,0.007928
2025-11-24 00:08:59,gpt-4.1,3596,107,3703,0.008048
2025-11-24 00:10:29,gpt-4.1,6301,197,6498,0.014177999999999998
2025-11-24 00:11:35,gpt-4.1,6301,191,6492,0.014129999999999998
2025-11-24 00:12:36,gpt-4.1,6301,175,6476,0.014001999999999999
2025-11-24 00:13:15,gpt-4.1,6301,207,6508,0.014257999999999998
2025-11-24 00:13:51,gpt-4.1,6301,182,6483,0.014057999999999998
2025-11-24 00:14:32,gpt-4.1,6301,181,6482,0.014049999999999998
