timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost
2026-01-16 17:44:52,gpt-5-mini,4749,920,5669,0.0030272499999999996
2026-01-16 17:45:40,gpt-5-mini,8104,141,8245,0.01154
2026-01-16 17:46:35,gpt-5-mini,6045,1158,7203,0.00382725
2026-01-16 17:47:12,gpt-5-mini,5989,421,6410,0.0023392499999999997
2026-01-16 17:48:15,gpt-5-mini,2796,1081,3877,0.002861
2026-01-16 17:48:52,gpt-5-mini,2843,833,3676,0.00237675
2026-01-16 17:49:43,gpt-5-mini,5108,266,5374,0.009045000000000001
2026-01-16 17:50:14,gpt-5-mini,3078,478,3556,0.0017255
2026-01-16 17:51:31,gpt-5-mini,5160,573,5733,0.002436
2026-01-16 17:52:23,gpt-5-mini,4317,650,4967,0.00237925
2026-01-16 17:52:52,gpt-5-mini,6370,148,6518,0.009442500000000001
2026-01-16 17:54:10,gpt-5-mini,6375,151,6526,0.009478750000000001
