timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost
2025-12-26 01:39:51,gpt-5-mini,608,670,1278,0.001492
2025-12-26 01:40:04,gpt-5-mini,666,756,1422,0.0016784999999999999
2025-12-26 01:40:15,gpt-5-mini,775,620,1395,0.00143375
2025-12-26 01:43:29,gpt-5-mini,781,739,1520,0.0016732499999999998
2025-12-26 01:44:12,gpt-5-mini,857,536,1393,0.00128625
2025-12-26 01:44:57,gpt-5-mini,932,654,1586,0.0015409999999999998
2025-12-26 01:45:44,gpt-5-mini,1007,908,1915,0.0020677499999999997
2025-12-26 01:45:58,gpt-5-mini,1092,1039,2131,0.002351
2025-12-26 01:46:10,gpt-5-mini,1172,626,1798,0.001545
2025-12-26 01:46:23,gpt-5-mini,1260,774,2034,0.0018629999999999999
2025-12-26 01:47:09,gpt-5-mini,1328,672,2000,0.001676
2025-12-26 01:47:21,gpt-5-mini,1407,529,1936,0.00140975
2025-12-26 01:47:35,gpt-5-mini,1485,605,2090,0.00158125
2025-12-26 01:47:46,gpt-5-mini,1559,603,2162,0.00159575
2025-12-26 01:47:57,gpt-5-mini,1648,511,2159,0.001434
2025-12-26 01:48:14,gpt-5-mini,1706,1152,2858,0.0027305
2025-12-26 01:48:59,gpt-5-mini,1784,976,2760,0.002398
2025-12-26 01:49:12,gpt-5-mini,1878,653,2531,0.0017754999999999997
2025-12-26 01:49:26,gpt-5-mini,1958,744,2702,0.0019775
2025-12-26 01:49:42,gpt-5-mini,2018,902,2920,0.0023085
2025-12-26 01:50:29,gpt-5-mini,2104,953,3057,0.002432
2025-12-26 01:51:48,gpt-5-mini,2182,620,2802,0.0017855
2025-12-26 01:52:00,gpt-5-mini,2263,580,2843,0.0017257499999999999
2025-12-26 01:52:12,gpt-5-mini,2355,825,3180,0.00223875
2025-12-26 01:52:26,gpt-5-mini,2442,822,3264,0.0022544999999999996
2025-12-26 01:53:44,gpt-5-mini,2487,744,3231,0.00210975
2025-12-26 01:53:57,gpt-5-mini,2555,796,3351,0.00223075
2025-12-26 01:54:10,gpt-5-mini,2625,776,3401,0.00220825
