timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost
2025-11-22 22:04:29,gpt-4.1,4258,185,4443,0.009996
2025-11-22 22:04:54,gpt-4.1,4538,100,4638,0.009876
2025-11-22 22:06:42,gpt-4.1,4414,179,4593,0.010259999999999998
2025-11-22 22:07:16,gpt-4.1,4694,103,4797,0.010211999999999999
2025-11-22 22:08:12,gpt-4.1,4484,191,4675,0.010496
2025-11-22 22:08:35,gpt-4.1,4764,93,4857,0.010272
2025-11-22 22:09:41,gpt-4.1,4421,174,4595,0.010234
2025-11-22 22:10:11,gpt-4.1,4701,129,4830,0.010433999999999999
2025-11-22 22:11:52,gpt-4.1,4504,207,4711,0.010664
2025-11-22 22:12:22,gpt-4.1,4784,104,4888,0.0104
2025-11-22 22:13:26,gpt-4.1,4538,186,4724,0.010563999999999999
2025-11-22 22:13:50,gpt-4.1,4818,111,4929,0.010523999999999999
