x_center,y_center,mean_correction,count
1.0497619390195798,0.04416798513484664,3.141710773604235,6
1.0497619390195798,0.07268146432719327,3.803612583117001,16
1.0497619390195798,0.10119494351953992,3.718776940882133,25
1.0497619390195798,0.12970842271188657,3.6590142321686554,38
1.0497619390195798,0.15822190190423321,3.6994738529413174,41
1.0497619390195798,0.18673538109657983,3.711724861176097,65
1.0497619390195798,0.21524886028892648,3.5106508579077764,23
1.0497619390195798,0.24376233948127313,3.583875377695803,17
1.0497619390195798,0.2722758186736197,3.710875781354858,13
1.0497619390195798,0.3007892978659664,3.1635636713322883,11
1.0497619390195798,0.329302777058313,3.1596462637225096,21
1.0497619390195798,0.35781625625065966,3.23441748803268,18
1.0497619390195798,0.3863297354430063,3.4810189955017865,48
1.0497619390195798,0.4148432146353529,4.3833912794527095,4
1.0497619390195798,0.4433566938276996,4.057885357469382,3
1.0497619390195798,0.4718701730200462,4.765025004328691,20
1.0497619390195798,0.5003836522123929,5.223417798309347,449
1.0497619390195798,0.5288971314047395,4.812079771279501,18
1.0497619390195798,0.5574106105970862,,0
1.0497619390195798,0.5859240897894328,3.1688276943380482,62
1.1492858170587412,0.04416798513484664,3.2196419347555074,3
1.1492858170587412,0.07268146432719327,3.644421917105842,15
1.1492858170587412,0.10119494351953992,3.497478844061847,24
1.1492858170587412,0.12970842271188657,3.484217810031437,20
1.1492858170587412,0.15822190190423321,3.587858685577462,12
1.1492858170587412,0.18673538109657983,3.66382780863758,19
1.1492858170587412,0.21524886028892648,3.7569943669132013,18
1.1492858170587412,0.24376233948127313,3.5486171595629656,10
1.1492858170587412,0.2722758186736197,3.274392171023564,10
1.1492858170587412,0.3007892978659664,3.26985119063631,9
1.1492858170587412,0.329302777058313,3.180090691147139,19
1.1492858170587412,0.35781625625065966,3.034923914404861,17
1.1492858170587412,0.3863297354430063,3.5005347728116107,37
1.1492858170587412,0.4148432146353529,4.166770140345278,1
1.1492858170587412,0.4433566938276996,3.2837934155471107,1
1.1492858170587412,0.4718701730200462,3.1035089470475627,9
1.1492858170587412,0.5003836522123929,5.03398676555141,54
1.1492858170587412,0.5288971314047395,3.876611267907092,7
1.1492858170587412,0.5574106105970862,3.6118113694027913,2
1.1492858170587412,0.5859240897894328,3.168815805487831,34
1.2488096950979026,0.04416798513484664,4.2355826158532075,1
1.2488096950979026,0.07268146432719327,3.6068474690842853,7
1.2488096950979026,0.10119494351953992,2.758614648552994,8
1.2488096950979026,0.12970842271188657,3.4843324391045676,13
1.2488096950979026,0.15822190190423321,3.047513844338581,16
1.2488096950979026,0.18673538109657983,3.580600725225578,22
1.2488096950979026,0.21524886028892648,3.3158462247149156,22
1.2488096950979026,0.24376233948127313,3.2420782430112953,19
1.2488096950979026,0.2722758186736197,3.0547764537765123,10
1.2488096950979026,0.3007892978659664,3.3588900806623303,7
1.2488096950979026,0.329302777058313,3.1745422438632294,20
1.2488096950979026,0.35781625625065966,2.9057431661093545,38
1.2488096950979026,0.3863297354430063,3.3041868791284146,31
1.2488096950979026,0.4148432146353529,3.4101044200776514,2
1.2488096950979026,0.4433566938276996,3.0911997394551696,5
1.2488096950979026,0.4718701730200462,2.6238785565753613,11
1.2488096950979026,0.5003836522123929,4.037023585694095,33
1.2488096950979026,0.5288971314047395,2.554291811834809,6
1.2488096950979026,0.5574106105970862,,0
1.2488096950979026,0.5859240897894328,3.168818835370333,12
1.348333573137064,0.04416798513484664,3.7868869598556207,2
1.348333573137064,0.07268146432719327,2.892325417366389,8
1.348333573137064,0.10119494351953992,3.6811052266886546,6
1.348333573137064,0.12970842271188657,3.1118813636997533,11
1.348333573137064,0.15822190190423321,3.307946010630958,6
1.348333573137064,0.18673538109657983,3.2891055945965637,14
1.348333573137064,0.21524886028892648,3.1913710620404707,19
1.348333573137064,0.24376233948127313,2.867542168135515,14
1.348333573137064,0.2722758186736197,3.0522969531299506,12
1.348333573137064,0.3007892978659664,2.736052626522638,9
1.348333573137064,0.329302777058313,3.0884964170264726,18
1.348333573137064,0.35781625625065966,2.9337315487187583,22
1.348333573137064,0.3863297354430063,3.2420836277697176,22
1.348333573137064,0.4148432146353529,2.900000913552353,5
1.348333573137064,0.4433566938276996,2.892950303734627,6
1.348333573137064,0.4718701730200462,1.9547162734404497,15
1.348333573137064,0.5003836522123929,3.455941004957271,24
1.348333573137064,0.5288971314047395,2.6156016445310106,7
1.348333573137064,0.5574106105970862,,0
1.348333573137064,0.5859240897894328,3.1597924717781214,14
1.4478574511762254,0.04416798513484664,3.805489650981413,1
1.4478574511762254,0.07268146432719327,3.299958999652346,4
1.4478574511762254,0.10119494351953992,3.0846853790120266,9
1.4478574511762254,0.12970842271188657,2.5385723266002325,10
1.4478574511762254,0.15822190190423321,2.9381198973751474,13
1.4478574511762254,0.18673538109657983,2.9869307556088027,10
1.4478574511762254,0.21524886028892648,2.825190341761182,16
1.4478574511762254,0.24376233948127313,2.8870260056777464,13
1.4478574511762254,0.2722758186736197,2.72786499009463,7
1.4478574511762254,0.3007892978659664,3.2946398294609325,7
1.4478574511762254,0.329302777058313,3.2695728257783654,14
1.4478574511762254,0.35781625625065966,2.961235761624378,25
1.4478574511762254,0.3863297354430063,2.9208590568002135,15
1.4478574511762254,0.4148432146353529,1.583634601463196,8
1.4478574511762254,0.4433566938276996,2.2346973570198245,8
1.4478574511762254,0.4718701730200462,2.2400245846593676,10
1.4478574511762254,0.5003836522123929,3.323100818230218,27
1.4478574511762254,0.5288971314047395,3.3795118925001106,5
1.4478574511762254,0.5574106105970862,3.1538015134672266,1
1.4478574511762254,0.5859240897894328,3.168750986010717,7
1.5473813292153868,0.04416798513484664,,0
1.5473813292153868,0.07268146432719327,2.494168539263309,5
1.5473813292153868,0.10119494351953992,2.941874848450265,10
1.5473813292153868,0.12970842271188657,2.842631617343062,9
1.5473813292153868,0.15822190190423321,3.026696557644171,10
1.5473813292153868,0.18673538109657983,3.2168730868448634,11
1.5473813292153868,0.21524886028892648,2.9692032843333793,8
1.5473813292153868,0.24376233948127313,2.7859849283424793,8
1.5473813292153868,0.2722758186736197,3.1856905444217194,6
1.5473813292153868,0.3007892978659664,3.6218982404759394,8
1.5473813292153868,0.329302777058313,3.087117221540824,9
