timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost
2025-12-05 22:48:10,gpt-4.1-mini,2121,1268,3389,0.0028772
2025-12-05 22:48:29,gpt-4.1-mini,2121,1244,3365,0.0028388
2025-12-05 22:48:52,gpt-4.1-mini,2121,1233,3354,0.0028212
2025-12-05 22:49:10,gpt-4.1-mini,2121,1330,3451,0.0029764
2025-12-05 22:49:32,gpt-4.1-mini,2098,1229,3327,0.0028056
2025-12-05 22:49:53,gpt-4.1-mini,2098,1222,3320,0.0027944
2025-12-05 22:50:17,gpt-4.1-mini,2098,1275,3373,0.0028791999999999997
2025-12-05 22:50:44,gpt-4.1-mini,2098,1254,3352,0.0028455999999999998
2025-12-05 22:51:04,gpt-4.1-mini,1502,610,2112,0.0015768
2025-12-05 22:51:22,gpt-4.1-mini,1502,647,2149,0.0016359999999999999
2025-12-05 22:51:38,gpt-4.1-mini,1502,711,2213,0.0017383999999999998
2025-12-05 22:51:52,gpt-4.1-mini,1502,688,2190,0.0017015999999999997
2025-12-05 22:52:05,gpt-4.1-mini,1422,580,2002,0.0014968
2025-12-05 22:52:21,gpt-4.1-mini,1422,569,1991,0.0014792
2025-12-05 22:52:35,gpt-4.1-mini,1422,583,2005,0.0015015999999999999
2025-12-05 22:52:49,gpt-4.1-mini,1422,586,2008,0.0015063999999999998
2025-12-05 22:53:28,gpt-4.1-mini,2993,2214,5207,0.0047396
2025-12-05 22:54:05,gpt-4.1-mini,2993,2366,5359,0.0049828
2025-12-05 22:54:41,gpt-4.1-mini,2993,2259,5252,0.0048116
2025-12-05 22:55:14,gpt-4.1-mini,2993,2305,5298,0.0048852
2025-12-05 22:55:54,gpt-4.1-mini,3043,2293,5336,0.004886
2025-12-05 22:56:37,gpt-4.1-mini,3043,2312,5355,0.0049164
2025-12-05 22:57:14,gpt-4.1-mini,3043,2315,5358,0.0049212
2025-12-05 22:57:48,gpt-4.1-mini,3043,2327,5370,0.004940399999999999
2025-12-05 22:58:51,gpt-4.1-mini,6806,4176,10982,0.009404
2025-12-05 22:59:42,gpt-4.1-mini,6806,3818,10624,0.008831199999999999
2025-12-05 23:00:24,gpt-4.1-mini,6806,3084,9890,0.007656799999999999
2025-12-05 23:01:26,gpt-4.1-mini,6806,3262,10068,0.0079416
2025-12-05 23:02:22,gpt-4.1-mini,5729,4096,9825,0.0088452
2025-12-05 23:03:22,gpt-4.1-mini,5729,4067,9796,0.008798799999999999
2025-12-05 23:04:26,gpt-4.1-mini,5729,4036,9765,0.0087492
2025-12-05 23:05:35,gpt-4.1-mini,5729,3995,9724,0.0086836
