timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost
2025-12-10 19:05:59,gpt-4.1-mini,2233,1367,3600,0.0030803999999999996
2025-12-10 19:06:20,gpt-4.1-mini,2233,1397,3630,0.0031283999999999995
2025-12-10 19:06:50,gpt-4.1-mini,2233,1381,3614,0.0031027999999999997
2025-12-10 19:07:12,gpt-4.1-mini,2271,1346,3617,0.0030619999999999996
2025-12-10 19:07:41,gpt-4.1-mini,2271,1335,3606,0.0030444
2025-12-10 19:08:07,gpt-4.1-mini,2271,1261,3532,0.0029259999999999998
2025-12-10 19:08:30,gpt-4.1-mini,1555,753,2308,0.0018268
2025-12-10 19:08:53,gpt-4.1-mini,1555,910,2465,0.002078
2025-12-10 19:09:10,gpt-4.1-mini,1555,740,2295,0.0018059999999999999
2025-12-10 19:09:32,gpt-4.1-mini,1570,806,2376,0.0019175999999999998
2025-12-10 19:09:51,gpt-4.1-mini,1570,846,2416,0.0019816
2025-12-10 19:10:08,gpt-4.1-mini,1570,827,2397,0.0019511999999999997
2025-12-10 19:10:53,gpt-4.1-mini,3809,2222,6031,0.0050788
2025-12-10 19:11:34,gpt-4.1-mini,3809,2340,6149,0.0052676
2025-12-10 19:12:15,gpt-4.1-mini,3809,2171,5980,0.0049972
2025-12-10 19:12:59,gpt-4.1-mini,3051,2346,5397,0.004973999999999999
2025-12-10 19:13:45,gpt-4.1-mini,3051,2228,5279,0.0047852
2025-12-10 19:14:38,gpt-4.1-mini,3051,2268,5319,0.0048492
2025-12-10 19:15:25,gpt-4.1-mini,5509,1827,7336,0.0051268
2025-12-10 19:16:06,gpt-4.1-mini,5509,1835,7344,0.005139599999999999
2025-12-10 19:16:43,gpt-4.1-mini,5509,1982,7491,0.0053748
2025-12-10 19:17:17,gpt-4.1-mini,5597,1952,7549,0.0053620000000000004
2025-12-10 19:17:50,gpt-4.1-mini,5597,1874,7471,0.0052372
2025-12-10 19:18:35,gpt-4.1-mini,5597,2883,8480,0.006851599999999999
